Date,Region,Property_Type,Bedrooms,Distance_to_CBD_km,Rent_Price
22/10/2024,dunedin,HOUSE,1,5.2,538.0
09/11/2023,hamilton,HOUSE,2,3.8,759.78
09/09/2023,AUCKLAND,Apartment,1,8.8,496.36
09/10/2024,christchurch,town house,3,8.3,625.93
25/07/2023,Wellington,townhouse,1,8.5,702.01
12/09/2023,Christchurch,town house,3,10.6,750.03
19/05/2022,auckland,Townhouse,2,9.4,514.0
04/10/2022,auckland,house,1,10.1,755.63
23/11/2024,Hamilton,Apartment,3,8.2,471.0
01/01/2022,dunedin,House,3,3.6,787.76
27/02/2023,AUCKLAND,House,1,14.6,507.75
09/11/2023,hamilton,townhouse,2,9.7,486.08
08/06/2024,hamilton,apartment,2,7.4,535.94
02/10/2022,welling ton,Apartment,2,7.5,644.46
01/07/2022,hamilton,apartment,3,6.9,556.2
24/05/2024,christchurch,Apartment,3,2.7,760.47
28/08/2023,WELLINGTON,town house,4,7.1,806.59
12/05/2022,Auckland,aprtment,3,11.4,697.99
08/07/2024,christchurch,house,2,7.6,614.53
07/05/2023,christchurch,House,2,8.5,773.88
01/05/2022,Wellington,HOUSE,4,2.4,923.03
17/03/2024,Christchurch,house,2,2.8,527.72
11/06/2022,christchurch,Apartment,3,5.8,642.05
28/10/2023,Wellington,Townhouse,2,8.2,647.27
23/06/2022,CHRISTCHURCH,House,2,2.8,689.75
28/04/2023,Christchurch,aprtment,4,7.3,633.72
21/11/2024,hamilton,apartment,2,2.4,603.16
22/03/2024,welling ton,townhouse,2,7.9,704.24
23/03/2023,DUNEDIN,House,5,1.5,663.6
29/10/2023,WELLINGTON,Apartment,1,13.8,596.53
19/08/2022,Hamilton,aprtment,2,5.1,506.43
02/01/2024,AUCKLAND,House,3,10.8,566.22
12/06/2022,WELLINGTON,HOUSE,2,2.6,
22/12/2024,auckland,house,2,2.4,513.18
02/11/2024,hamilton,Apartment,1,0.5,493.92
02/07/2023,christchurch,house,2,7.3,671.32
31/10/2024,hamilton,apartment,1,16.1,434.0
16/11/2022,Dunedin  ,town house,2,5.5,537.69
31/05/2023,AUCKLAND,town house,4,18.2,859.25
08/09/2023,hamilton,Apartment,3,7.5,714.32
09/06/2024,HAMILTON,townhouse,2,0.5,756.41
19/06/2024,Hamilton,Townhouse,2,8.5,633.66
27/05/2023,auckland,aprtment,2,7.8,625.51
25/07/2022,hamilton,apartment,3,10.9,570.02
20/12/2023,Dunedin  ,aprtment,2,10.9,526.15
21/05/2023,Christchurch,townhouse,4,8.5,685.96
12/07/2024,christchurch,house,3,4.7,880.2
21/11/2024,DUNEDIN,HOUSE,2,9.0,716.55
24/10/2023,Christchurch,House,1,0.5,707.92
08/10/2023,christchurch,townhouse,2,6.0,580.61
20/12/2023,Dunedin,townhouse,2,1.5,744.6
14/02/2023,auckland,HOUSE,2,2.3,708.18
08/08/2022,AUCKLAND,town house,3,6.0,781.12
29/01/2023,Christchurch,Apartment,2,4.5,511.21
28/09/2022,auckland ,House,3,0.5,837.97
24/10/2023,CHRISTCHURCH,townhouse,2,9.7,485.34
23/03/2024,hamilton,aprtment,1,3.5,632.62
17/09/2023,Dunedin,townhouse,3,6.6,606.79
06/06/2023,auckland ,town house,3,11.8,694.26
13/05/2023,WELLINGTON,Apartment,3,8.7,678.5
28/08/2022,WELLINGTON,townhouse,2,4.0,668.19
16/06/2024,Hamilton,House,3,2.4,587.71
26/07/2022,dunedin,townhouse,2,0.5,550.21
25/11/2023,christchurch,town house,2,20.4,678.95
04/07/2024,Dunedin  ,town house,2,13.2,716.29
01/08/2024,Wellington,HOUSE,3,16.3,589.04
17/11/2024,hamilton,town house,1,8.8,355.83
12/12/2022,HAMILTON,Apartment,2,1.6,665.78
11/02/2022,christchurch,townhouse,4,9.2,801.9
30/09/2022,HAMILTON,house,2,1.3,696.37
08/06/2022,auckland ,Apartment,3,15.7,744.06
15/03/2022,Hamilton,house,2,12.1,764.36
27/01/2022,Dunedin  ,house,3,8.0,837.38
14/06/2023,Wellington,townhouse,3,4.5,819.49
06/06/2024,auckland ,HOUSE,3,0.8,702.78
18/06/2022,Christchurch,House,3,5.8,783.84
16/01/2022,Dunedin  ,house,2,5.6,627.58
01/02/2023,Hamilton,HOUSE,2,11.9,729.73
02/08/2022,Dunedin  ,Apartment,1,0.7,523.79
06/04/2024,AUCKLAND,townhouse,3,7.5,684.29
01/05/2024,dunedin,House,3,2.8,692.16
10/09/2024,Auckland,town house,2,10.3,762.57
22/02/2022,hamilton,Apartment,2,0.5,539.03
08/08/2024,wellington,aprtment,4,4.4,588.0
13/11/2024,welling ton,HOUSE,2,11.8,555.24
06/01/2023,Auckland,apartment,3,4.5,721.43
21/05/2024,wellington,HOUSE,2,5.5,729.07
27/06/2023,hamilton,aprtment,2,6.9,676.1
08/08/2022,Auckland,Apartment,4,5.7,591.83
20/01/2023,hamilton,aprtment,3,8.3,653.39
27/04/2022,Wellington,House,3,8.0,635.54
23/06/2023,auckland,apartment,3,11.1,685.21
11/11/2022,DUNEDIN,townhouse,3,5.6,733.97
15/07/2022,Dunedin,Apartment,5,0.5,819.88
23/02/2024,dunedin,Townhouse,1,10.2,514.0
30/06/2023,wellington,House,1,6.6,483.52
25/07/2023,Hamilton,town house,3,8.9,756.66
15/10/2024,HAMILTON,HOUSE,1,10.8,569.54
29/03/2023,christchurch,townhouse,3,13.2,719.09
19/07/2023,Dunedin,apartment,2,10.4,481.85
03/06/2023,Auckland,townhouse,4,4.9,770.62
03/01/2024,wellington,House,2,0.7,552.47
07/07/2024,Dunedin,House,2,5.4,727.87
10/06/2024,WELLINGTON,townhouse,4,3.9,563.35
02/05/2022,Dunedin,townhouse,3,6.9,747.04
24/07/2022,wellington,House,2,8.4,802.05
09/07/2024,Dunedin,apartment,3,6.6,568.3
12/11/2023,auckland,House,2,3.7,542.05
26/05/2022,CHRISTCHURCH,aprtment,3,11.2,682.59
05/07/2022,dunedin,House,3,13.6,811.54
24/05/2023,welling ton,House,3,2.5,747.53
23/09/2022,AUCKLAND,Apartment,4,8.3,590.36
06/06/2022,Hamilton,house,2,4.1,
29/04/2023,Auckland,aprtment,2,12.3,686.97
23/01/2023,Dunedin,Townhouse,2,8.7,544.32
03/10/2023,auckland ,apartment,3,9.8,589.71
22/11/2024,hamilton,Apartment,1,10.3,485.24
25/05/2024,Dunedin  ,apartment,2,14.9,640.44
28/12/2023,hamilton,Townhouse,2,8.4,698.02
21/12/2022,Christchurch,house,2,4.2,594.7
23/02/2022,Hamilton,apartment,3,6.4,573.98
03/07/2024,DUNEDIN,townhouse,3,8.4,673.18
19/06/2022,dunedin,House,4,9.4,646.96
30/11/2024,auckland ,town house,4,11.2,610.4
14/03/2022,Wellington,aprtment,2,5.0,594.35
17/08/2024,auckland ,Apartment,3,14.1,464.78
29/01/2022,auckland,HOUSE,3,6.6,592.39
19/11/2023,Dunedin,house,3,4.3,736.42
22/01/2022,Christchurch,Townhouse,2,13.5,532.9
25/03/2023,AUCKLAND,Apartment,3,2.3,685.99
29/10/2024,HAMILTON,town house,3,0.5,757.09
02/03/2022,Dunedin  ,House,4,8.2,847.28
10/05/2022,Christchurch,apartment,4,2.0,643.98
11/08/2024,Dunedin  ,house,2,3.0,581.81
30/09/2024,Dunedin,HOUSE,4,6.8,656.82
20/05/2023,Christchurch,House,4,2.6,716.13
02/10/2023,AUCKLAND,townhouse,2,8.1,604.02
02/04/2024,welling ton,,1,11.9,605.28
07/03/2022,Hamilton,house,1,8.3,530.33
31/03/2022,dunedin,Apartment,2,9.0,656.41
09/10/2023,Hamilton,HOUSE,3,2.9,715.21
19/07/2024,HAMILTON,house,2,6.6,728.75
12/06/2022,Dunedin  ,Apartment,2,5.0,680.02
22/08/2023,AUCKLAND,townhouse,3,4.1,
14/05/2022,hamilton,house,1,2.0,511.31
16/02/2022,christchurch,House,2,12.1,559.45
12/11/2022,christchurch,townhouse,3,4.4,715.25
06/02/2022,auckland,House,2,5.7,612.2
04/11/2023,wellington,Apartment,2,10.4,591.78
18/04/2024,Hamilton,Townhouse,4,3.7,611.23
07/06/2024,Christchurch,House,3,3.3,667.37
19/10/2023,CHRISTCHURCH,Apartment,3,10.2,497.09
14/04/2022,auckland,Apartment,4,1.9,593.82
08/12/2024,AUCKLAND,Apartment,2,4.0,424.02
15/11/2023,Wellington,townhouse,3,0.5,843.95
04/01/2023,HAMILTON,apartment,2,10.6,504.21
09/06/2024,DUNEDIN,Apartment,4,10.1,759.58
20/02/2023,wellington,apartment,3,3.6,606.69
17/04/2024,welling ton,House,2,4.4,575.28
22/09/2022,dunedin,House,2,11.6,621.39
20/10/2022,Dunedin,house,2,11.3,798.42
13/04/2024,christchurch,Townhouse,2,2.8,516.83
07/05/2023,auckland ,town house,2,8.3,577.06
10/09/2024,christchurch,House,2,9.9,646.71
21/05/2023,christchurch,,4,9.0,640.39
17/11/2022,Dunedin,HOUSE,4,16.3,661.39
11/09/2024,wellington,HOUSE,1,3.9,699.71
22/04/2024,DUNEDIN,Townhouse,1,12.5,473.67
07/02/2024,DUNEDIN,House,4,2.2,864.17
16/06/2023,WELLINGTON,HOUSE,4,12.6,694.86
24/01/2024,Dunedin  ,aprtment,3,0.7,558.17
01/03/2024,Hamilton,aprtment,1,9.7,438.42
23/05/2023,AUCKLAND,townhouse,2,3.7,659.2
31/01/2023,WELLINGTON,aprtment,2,9.3,547.25
25/12/2023,welling ton,HOUSE,3,0.5,858.83
30/12/2024,CHRISTCHURCH,aprtment,2,7.3,479.01
21/08/2024,christchurch,Apartment,2,8.0,619.93
19/08/2022,Hamilton,aprtment,3,9.3,697.34
25/08/2024,HAMILTON,House,4,3.5,655.25
13/06/2023,auckland ,house,2,1.8,611.36
09/06/2022,wellington,house,2,0.5,605.14
14/05/2023,hamilton,Townhouse,3,12.1,563.28
26/11/2022,CHRISTCHURCH,apartment,3,2.3,
09/06/2023,HAMILTON,Townhouse,4,0.5,706.65
07/08/2023,hamilton,aprtment,3,0.5,642.01
03/05/2024,wellington,apartment,4,5.4,749.8
11/12/2022,Wellington,House,2,3.1,573.22
07/04/2023,WELLINGTON,town house,2,10.2,709.53
04/03/2022,hamilton,town house,3,13.9,528.34
02/05/2024,Dunedin  ,apartment,4,2.6,584.62
04/07/2024,Wellington,Apartment,3,8.9,698.71
05/09/2023,hamilton,apartment,3,1.6,553.56
15/04/2024,Dunedin  ,Apartment,3,0.5,482.17
22/06/2022,CHRISTCHURCH,town house,4,6.5,695.59
06/09/2024,auckland ,Apartment,2,7.8,600.94
24/08/2023,christchurch,townhouse,3,12.5,701.51
25/10/2022,AUCKLAND,town house,4,7.0,670.81
27/05/2024,welling ton,townhouse,3,4.3,
20/11/2023,Hamilton,HOUSE,3,3.6,667.82
10/04/2022,Hamilton,house,3,9.2,531.18
11/02/2024,auckland,House,3,12.5,537.91
24/05/2024,CHRISTCHURCH,Townhouse,2,8.7,584.18
29/08/2022,Hamilton,house,1,7.1,578.45
09/09/2023,christchurch,Apartment,3,8.0,598.17
11/11/2024,CHRISTCHURCH,house,3,11.4,597.24
29/07/2022,wellington,apartment,2,1.1,494.31
07/06/2022,auckland,apartment,3,5.9,688.68
06/08/2023,AUCKLAND,House,2,7.5,512.33
13/12/2022,WELLINGTON,HOUSE,3,4.9,622.07
17/04/2022,DUNEDIN,Apartment,2,7.3,600.64
19/05/2024,HAMILTON,Apartment,4,6.7,532.51
01/07/2022,hamilton,aprtment,3,8.4,715.03
09/01/2022,Wellington,town house,1,8.8,543.77
20/11/2024,dunedin,town house,4,16.1,674.05
29/11/2024,auckland ,aprtment,2,12.7,509.54
11/04/2024,Dunedin  ,apartment,3,5.7,620.26
23/08/2023,Christchurch,House,2,0.7,562.57
11/06/2024,Dunedin,house,4,1.9,741.54
06/01/2024,DUNEDIN,town house,2,7.0,591.59
28/07/2023,Dunedin  ,House,1,6.6,526.04
06/05/2024,Dunedin  ,Apartment,5,4.9,636.49
17/07/2024,auckland ,Apartment,2,18.1,679.62
18/03/2022,Hamilton,Apartment,1,10.7,533.01
15/08/2024,Dunedin,aprtment,3,1.8,724.2
08/10/2024,wellington,townhouse,2,2.7,
27/04/2022,christchurch,aprtment,1,4.4,409.93
13/06/2022,auckland,town house,1,3.1,476.16
12/12/2024,HAMILTON,Apartment,3,3.2,756.58
08/04/2024,AUCKLAND,House,2,2.5,699.39
22/11/2023,Christchurch,Apartment,3,15.1,499.08
04/04/2022,wellington,aprtment,1,5.3,501.51
24/01/2024,Hamilton,townhouse,2,0.5,578.9
22/02/2023,WELLINGTON,townhouse,3,11.2,792.65
05/08/2023,WELLINGTON,apartment,3,9.3,714.17
04/01/2022,HAMILTON,aprtment,1,6.4,421.06
29/01/2022,wellington,House,2,4.7,792.8
14/05/2022,auckland,HOUSE,2,6.3,618.71
15/05/2024,welling ton,house,3,14.7,556.62
24/09/2023,Auckland,Apartment,3,11.3,732.31
22/12/2022,Dunedin  ,HOUSE,2,4.8,700.69
01/04/2024,hamilton,House,1,8.2,720.59
16/05/2023,welling ton,aprtment,3,3.5,477.33
23/10/2022,DUNEDIN,HOUSE,3,1.9,820.14
02/02/2022,Dunedin  ,house,2,1.8,708.83
29/10/2022,christchurch,house,3,3.7,
27/08/2024,HAMILTON,aprtment,3,14.5,666.59
11/11/2024,CHRISTCHURCH,townhouse,3,9.8,560.9
25/04/2022,Auckland,Townhouse,3,8.1,675.94
07/11/2022,dunedin,town house,3,8.3,721.61
02/11/2023,christchurch,town house,1,3.2,486.78
27/10/2023,Dunedin,Apartment,4,2.3,659.57
08/10/2024,Wellington,Townhouse,3,0.5,717.12
17/05/2023,wellington,apartment,3,2.8,730.06
17/10/2022,auckland,townhouse,3,2.6,800.6
13/07/2024,hamilton,House,1,10.4,662.7
19/10/2024,auckland ,townhouse,2,5.8,679.41
30/05/2022,WELLINGTON,townhouse,1,7.9,509.32
24/11/2023,CHRISTCHURCH,aprtment,3,7.8,517.72
07/06/2023,auckland ,HOUSE,2,4.3,565.49
21/03/2024,auckland,HOUSE,2,4.2,609.84
25/01/2023,christchurch,Apartment,3,7.2,741.91
13/08/2024,wellington,HOUSE,1,5.4,656.91
20/07/2023,Wellington,apartment,1,15.2,603.74
05/01/2023,CHRISTCHURCH,house,2,7.1,618.45
13/06/2024,CHRISTCHURCH,house,3,8.5,868.15
05/01/2024,HAMILTON,aprtment,1,8.8,586.23
07/04/2024,DUNEDIN,HOUSE,1,3.1,499.3
12/10/2023,auckland ,apartment,1,7.1,596.74
21/09/2022,christchurch,townhouse,2,11.5,691.95
13/10/2023,hamilton,aprtment,2,9.2,616.51
08/04/2024,christchurch,Apartment,2,6.8,533.69
18/10/2023,Wellington,townhouse,4,6.9,793.45
14/01/2023,christchurch,house,2,5.4,748.82
28/06/2024,CHRISTCHURCH,aprtment,2,4.5,423.8
07/01/2023,Dunedin,,5,6.1,816.37
07/12/2022,Christchurch,town house,2,4.4,713.42
02/08/2024,Dunedin  ,House,3,1.7,649.68
28/01/2024,DUNEDIN,aprtment,2,9.3,510.1
23/09/2024,DUNEDIN,apartment,4,3.9,750.23
06/06/2023,CHRISTCHURCH,Apartment,5,1.6,796.7
02/07/2022,AUCKLAND,Townhouse,5,4.1,782.59
22/10/2023,WELLINGTON,HOUSE,2,0.5,573.44
29/05/2022,wellington,apartment,1,13.8,587.6
20/04/2023,AUCKLAND,house,3,6.2,688.28
09/11/2024,AUCKLAND,Townhouse,1,6.1,723.65
21/04/2024,Dunedin  ,town house,3,10.3,617.97
01/03/2024,hamilton,Townhouse,1,6.8,562.21
18/06/2022,auckland ,HOUSE,3,5.3,672.31
19/10/2022,wellington,townhouse,1,10.5,637.0
12/05/2022,Hamilton,townhouse,3,8.4,572.14
20/10/2023,welling ton,house,3,9.3,589.81
01/09/2023,WELLINGTON,apartment,1,7.8,476.33
05/03/2024,auckland,Apartment,3,3.9,736.57
03/09/2024,hamilton,Apartment,1,15.2,417.28
08/03/2023,dunedin,town house,3,6.5,568.88
11/09/2024,christchurch,apartment,3,5.4,527.61
04/09/2022,christchurch,House,2,3.7,584.68
02/11/2024,auckland,apartment,4,1.0,628.69
14/10/2022,DUNEDIN,House,1,7.2,682.5
30/05/2023,christchurch,house,2,7.8,664.28
10/03/2024,WELLINGTON,house,4,4.6,688.53
18/07/2022,hamilton,town house,3,5.3,590.34
12/07/2022,dunedin,HOUSE,1,4.7,598.96
10/08/2023,HAMILTON,Townhouse,1,5.1,450.36
21/03/2023,Dunedin,House,3,4.6,708.69
02/01/2024,wellington,town house,3,7.8,483.98
30/11/2024,hamilton,HOUSE,3,7.7,738.51
05/01/2024,christchurch,HOUSE,2,13.3,769.34
17/05/2024,auckland ,town house,2,4.0,608.77
07/01/2023,hamilton,town house,4,11.3,584.25
28/12/2023,wellington,town house,2,0.5,535.05
02/11/2023,Dunedin  ,town house,2,5.5,547.28
24/08/2024,wellington,House,2,5.5,604.15
02/03/2023,Auckland,aprtment,4,0.5,680.0
11/10/2023,christchurch,townhouse,3,8.4,
29/11/2023,Christchurch,aprtment,3,9.5,729.49
07/10/2024,Auckland,HOUSE,2,6.8,
11/06/2022,hamilton,House,2,6.0,578.74
20/02/2024,CHRISTCHURCH,Townhouse,2,9.2,628.54
26/12/2024,hamilton,House,2,3.8,508.22
10/03/2024,AUCKLAND,town house,3,8.3,721.51
24/10/2024,dunedin,aprtment,4,7.6,780.27
24/06/2024,dunedin,HOUSE,2,16.0,527.15
13/11/2023,auckland,Townhouse,3,14.5,555.88
30/04/2022,Dunedin  ,townhouse,3,9.2,737.08
02/12/2024,Dunedin  ,aprtment,2,6.6,490.99
19/06/2024,AUCKLAND,townhouse,3,5.2,784.23
10/04/2022,DUNEDIN,house,1,9.6,733.04
16/03/2023,Dunedin,HOUSE,3,4.3,872.51
07/08/2023,CHRISTCHURCH,Apartment,1,4.8,428.71
20/05/2023,Dunedin,apartment,4,10.8,614.88
04/04/2023,CHRISTCHURCH,House,5,13.2,799.31
08/05/2023,auckland ,town house,3,13.1,586.67
30/07/2022,AUCKLAND,townhouse,3,5.5,640.45
17/01/2024,christchurch,house,2,10.3,764.59
12/06/2023,Wellington,Townhouse,3,0.9,622.69
22/10/2023,Dunedin  ,Townhouse,3,10.3,773.55
18/03/2023,HAMILTON,aprtment,4,0.5,721.94
28/01/2024,WELLINGTON,house,3,11.1,783.72
11/07/2023,Christchurch,town house,2,0.5,565.31
03/12/2022,HAMILTON,town house,3,13.0,744.94
18/07/2022,Auckland,town house,1,15.1,491.29
15/07/2023,CHRISTCHURCH,town house,2,5.6,723.95
22/07/2024,Hamilton,townhouse,3,2.8,662.98
15/02/2024,auckland ,townhouse,3,5.8,624.99
08/07/2023,welling ton,House,3,11.2,651.45
15/05/2024,AUCKLAND,Townhouse,1,5.7,460.24
01/05/2022,AUCKLAND,HOUSE,2,9.8,613.95
04/08/2022,Auckland,aprtment,2,15.8,692.15
01/11/2023,Auckland,Apartment,4,6.0,646.9
21/02/2023,hamilton,House,4,6.8,683.92
12/04/2024,Dunedin  ,house,2,3.4,611.95
03/04/2024,hamilton,Apartment,4,1.9,651.81
23/06/2022,auckland,Townhouse,1,4.9,450.85
20/02/2024,Auckland,townhouse,3,5.2,669.41
10/09/2022,HAMILTON,Townhouse,3,8.7,635.69
08/03/2023,auckland,HOUSE,3,6.7,596.81
07/11/2022,Wellington,Townhouse,4,6.4,855.13
29/06/2023,dunedin,house,3,0.5,703.3
12/11/2024,hamilton,House,2,0.5,803.91
07/11/2023,Hamilton,Townhouse,1,4.2,633.24
04/11/2022,Auckland,aprtment,1,12.2,449.97
05/02/2024,AUCKLAND,aprtment,3,9.2,569.15
17/10/2024,Dunedin  ,House,1,4.3,701.97
26/05/2024,hamilton,apartment,2,2.7,611.83
06/10/2022,Dunedin,house,1,7.1,515.99
15/09/2024,auckland ,apartment,3,0.5,
26/01/2024,auckland ,HOUSE,2,0.9,603.54
15/07/2024,dunedin,HOUSE,4,7.3,887.79
02/11/2023,hamilton,Apartment,1,14.6,560.65
31/10/2022,HAMILTON,town house,3,6.5,557.31
05/09/2022,Wellington,aprtment,1,14.2,585.22
14/09/2024,WELLINGTON,house,4,6.7,894.01
27/03/2022,auckland ,Apartment,3,6.1,551.59
20/08/2023,hamilton,apartment,2,0.5,636.93
06/09/2024,AUCKLAND,townhouse,3,4.2,743.17
28/10/2022,AUCKLAND,town house,4,0.5,592.67
09/07/2022,dunedin,house,2,6.9,737.37
11/07/2024,Christchurch,House,2,1.1,598.73
01/04/2022,dunedin,Apartment,2,6.3,489.55
16/10/2024,dunedin,aprtment,2,7.4,521.22
27/06/2024,dunedin,Apartment,3,0.5,760.67
21/01/2024,christchurch,House,3,12.1,817.09
06/10/2024,Dunedin,apartment,2,7.2,620.62
03/05/2024,HAMILTON,town house,2,5.4,653.82
09/01/2024,dunedin,house,2,3.3,720.95
04/10/2023,HAMILTON,house,2,0.5,778.65
23/03/2022,wellington,Townhouse,4,6.9,676.46
21/05/2022,Auckland,Apartment,1,11.8,449.82
29/01/2022,auckland ,House,2,5.5,807.77
28/06/2024,WELLINGTON,aprtment,2,6.0,478.88
29/09/2023,hamilton,House,3,8.1,601.86
04/06/2024,christchurch,Apartment,2,6.8,428.05
19/10/2022,dunedin,townhouse,3,0.5,676.79
16/08/2022,hamilton,Apartment,2,8.2,619.75
08/04/2023,Dunedin  ,town house,2,11.5,648.87
12/06/2022,auckland ,house,1,10.2,558.07
27/04/2022,welling ton,House,2,5.1,712.33
12/06/2024,christchurch,apartment,3,8.7,690.27
13/01/2023,welling ton,Apartment,3,12.9,496.48
10/08/2024,auckland,Townhouse,2,9.9,536.37
27/08/2023,wellington,Apartment,3,15.7,526.58
01/07/2023,Auckland,Townhouse,1,8.2,477.36
03/11/2023,Wellington,aprtment,2,3.3,539.99
20/09/2023,christchurch,townhouse,5,7.0,937.96
18/02/2023,Hamilton,Apartment,4,3.0,709.02
04/06/2023,WELLINGTON,aprtment,1,0.5,644.48
28/02/2024,hamilton,HOUSE,4,2.9,939.14
13/11/2024,Christchurch,aprtment,3,6.9,702.43
01/06/2023,Dunedin  ,Townhouse,2,7.2,633.96
01/03/2022,WELLINGTON,apartment,2,9.2,530.97
04/03/2023,Auckland,house,3,4.0,907.36
08/02/2022,christchurch,House,2,4.8,808.95
19/07/2024,christchurch,house,3,13.8,551.84
19/03/2024,wellington,apartment,2,5.6,449.31
03/04/2024,Auckland,town house,4,3.8,690.37
10/08/2022,hamilton,Townhouse,4,3.3,648.76
16/01/2024,HAMILTON,town house,2,11.3,513.72
04/06/2024,Hamilton,house,4,1.0,
08/11/2023,hamilton,aprtment,4,2.7,799.35
18/03/2024,Hamilton,House,2,6.0,662.62
12/04/2023,AUCKLAND,apartment,3,6.2,649.79
07/02/2024,dunedin,,1,18.4,442.04
23/07/2023,Auckland,aprtment,1,1.7,576.56
06/08/2023,Auckland,town house,2,13.7,731.59
09/09/2022,DUNEDIN,apartment,1,5.6,362.65
25/07/2023,auckland ,house,3,8.6,572.24
13/09/2024,Christchurch,House,1,5.7,583.46
09/08/2024,Christchurch,townhouse,2,12.0,563.48
02/01/2023,christchurch,HOUSE,1,9.3,564.46
26/12/2022,hamilton,,4,0.9,865.09
12/01/2023,Christchurch,House,2,8.4,830.67
23/04/2022,CHRISTCHURCH,house,1,3.8,642.11
13/10/2024,Hamilton,apartment,2,5.3,551.43
28/10/2023,Wellington,apartment,3,13.1,508.1
08/11/2024,Wellington,house,2,5.5,653.45
09/04/2023,welling ton,town house,2,5.6,721.47
08/09/2023,HAMILTON,HOUSE,2,12.0,493.71
07/07/2022,WELLINGTON,HOUSE,3,1.8,772.11
18/01/2023,HAMILTON,Apartment,2,3.0,502.68
10/06/2023,Wellington,Apartment,3,3.9,773.92
04/05/2024,dunedin,House,3,10.9,628.22
17/09/2023,WELLINGTON,townhouse,1,2.2,549.02
13/12/2022,wellington,town house,3,8.5,749.54
01/04/2024,hamilton,House,3,11.7,868.23
23/01/2022,wellington,town house,4,0.5,802.32
04/06/2022,Hamilton,apartment,2,6.5,522.75
16/01/2023,dunedin,Apartment,3,4.2,571.79
25/03/2024,Christchurch,aprtment,5,5.7,724.2
07/03/2022,hamilton,house,2,0.5,802.5
04/08/2023,Dunedin  ,House,1,11.6,726.11
18/06/2023,AUCKLAND,townhouse,1,6.2,605.03
18/04/2024,christchurch,HOUSE,1,2.0,613.98
22/01/2024,hamilton,house,2,7.5,720.06
11/02/2023,Wellington,apartment,1,12.3,480.76
06/02/2023,Auckland,House,2,2.4,835.73
14/03/2024,hamilton,aprtment,1,9.2,472.2
18/10/2024,DUNEDIN,town house,3,16.4,566.71
23/09/2024,Auckland,apartment,3,8.7,571.07
12/04/2023,hamilton,house,3,7.5,816.92
28/07/2024,dunedin,House,1,0.5,730.79
27/07/2023,christchurch,townhouse,2,13.0,528.39
21/11/2023,WELLINGTON,town house,1,9.3,499.79
15/10/2023,AUCKLAND,Townhouse,3,10.4,534.97
23/03/2022,auckland,aprtment,2,0.5,485.01
05/01/2024,Auckland,townhouse,2,21.2,686.79
20/04/2023,Christchurch,apartment,2,0.5,632.76
01/03/2024,CHRISTCHURCH,aprtment,5,3.5,625.03
18/09/2022,Christchurch,House,3,3.6,656.24
14/06/2024,christchurch,House,3,0.5,685.78
07/11/2023,wellington,house,4,9.9,651.14
04/02/2022,welling ton,house,3,7.6,860.77
06/12/2024,christchurch,Townhouse,2,1.7,708.21
05/12/2022,DUNEDIN,Apartment,4,6.3,711.62
14/02/2022,AUCKLAND,Townhouse,3,2.7,585.69
19/08/2023,welling ton,,2,6.8,565.3
12/04/2022,HAMILTON,town house,2,9.9,722.23
12/12/2023,welling ton,town house,2,10.5,440.89
21/09/2023,Hamilton,,3,12.7,671.25
30/06/2024,DUNEDIN,Apartment,3,8.3,590.04
09/01/2022,wellington,town house,4,1.8,887.97
09/07/2023,auckland,HOUSE,5,1.5,972.29
13/03/2022,auckland,aprtment,1,2.5,447.06
06/01/2022,auckland,Apartment,4,11.9,747.01
11/03/2023,welling ton,aprtment,3,7.9,542.67
02/10/2023,auckland,town house,2,8.4,503.03
27/02/2023,hamilton,Townhouse,1,4.8,420.46
30/12/2023,WELLINGTON,HOUSE,2,8.2,678.72
05/11/2022,wellington,apartment,4,4.8,640.13
18/09/2023,dunedin,,4,4.3,764.86
12/06/2024,Dunedin  ,HOUSE,4,10.2,683.86
11/12/2023,Dunedin,town house,3,6.4,527.71
14/01/2023,welling ton,Townhouse,3,10.0,765.82
23/03/2024,Wellington,HOUSE,4,5.1,882.14
20/04/2024,christchurch,Townhouse,1,0.5,598.2
07/03/2023,CHRISTCHURCH,House,4,5.5,743.5
02/04/2023,christchurch,town house,3,4.0,551.79
26/04/2022,HAMILTON,HOUSE,3,10.1,804.48
16/03/2022,hamilton,aprtment,4,10.2,794.74
12/07/2024,HAMILTON,town house,3,8.9,629.53
10/11/2023,Dunedin,aprtment,4,8.1,654.14
07/07/2022,auckland,HOUSE,2,3.6,574.87
25/03/2022,Christchurch,aprtment,3,6.0,705.4
22/12/2023,christchurch,Apartment,1,9.8,447.21
26/12/2024,welling ton,apartment,3,9.1,492.53
15/07/2022,WELLINGTON,Townhouse,4,6.3,598.63
06/06/2022,CHRISTCHURCH,HOUSE,2,5.6,729.08
26/03/2022,Auckland,House,3,11.8,848.97
29/08/2022,welling ton,House,1,5.4,461.96
10/08/2022,Dunedin  ,town house,3,6.5,584.57
15/05/2024,Auckland,town house,3,4.3,592.99
23/07/2023,AUCKLAND,apartment,3,12.7,654.26
02/01/2024,hamilton,aprtment,1,6.5,638.87
17/05/2024,hamilton,townhouse,3,3.2,593.08
23/04/2023,Auckland,Townhouse,2,8.6,512.58
27/06/2023,WELLINGTON,aprtment,2,10.6,491.52
